year7_pct_incorrect,year8_pct_incorrect,year9_pct_incorrect,year10_pct_incorrect,year11_pct_incorrect,overall_pct_incorrect,most_common_wrong_answer,explanation,_n_extracted,QuestionId,replication
98,92,80,65,55,78,A,"This is a multi-step rearrangement task involving a fractional coefficient. Lower years (7-8) struggle because the sphere volume formula is not yet part of their core curriculum, and the algebraic manipulation is too advanced. For Years 9-11, the most common error is failing to use the inverse operation when moving the 4/3 and the pi. Option A is a classic ""visual"" error where students see the 4, 3, and pi and simply multiply them by V rather than dividing. Option B is also frequent as students ",6,1286,1
98,95,85,70,60,82,A,"This question is high-level as it requires both the recall of the sphere volume formula (V = 4/3πr³) and the ability to rearrange a complex formula involving fractions, pi, and powers. 

In Year 7 and 8, the vast majority will fail because they haven't encountered the formula or cube roots. In Year 10 and 11, the most common error is failing to use inverse operations correctly. Option A is the most common distractor because students often ""move"" the 4/3 and π across the equals sign without recip",6,1286,2
98,92,80,65,55,78,A,"This is a high-level question requiring three distinct skills: recall of the sphere volume formula, the ability to rearrange an equation with a fractional coefficient, and handling a cube root. Year 7 and 8 students will almost all fail as they likely haven't encountered the formula or complex rearrangement. The most common error is choice A, where students multiply by the existing coefficients (4 and pi) rather than dividing by them (the inverse operation). Choice B is also common as students o",6,1286,3
98,95,85,70,60,82,A,"This question is highly challenging as it combines three distinct skills: recall of the sphere volume formula, rearranging an equation with fractional coefficients, and handling powers/roots. 

Year 7 and 8 students will almost all fail because they have likely not been taught the sphere volume formula or the cube root function. 

In Years 9-11, the most common error is selecting Option A. This happens because students often struggle with the ""inverse"" nature of rearranging; they see the 4/3 and",6,1286,4
75,60,45,35,25,48,D,"The most common error in early algebra is 'operation confusion'. Students often see the numbers in an equation and instinctively combine them using addition rather than the inverse operation. In this specific question, students look at the terms \(x + 4 = 2x + 2\) and simply add all the coefficients/constants together: \(1x + 2x = 3x\) and \(4 + 2 = 6\), leading them to \(3x = 6\) (Option D). They fail to understand that to 'move' a term across the equals sign, they must subtract it from both si",6,1287,0
75,60,45,35,25,48,D,"The most common error is the ""additive misconception"" where students see the numbers 4 and 2 and the variables x and 2x and simply add them together (4+2=6 and x+2x=3x) rather than performing the inverse operation to maintain the balance of the equation. Students often struggle to transition from the visual representation of ""taking away"" from both sides to the abstract algebraic manipulation. Answer D is particularly attractive to lower-attaining students because it combines all elements of the",6,1287,1
75,60,45,35,25,48,D,"The most common error (distractor D) stems from the ""additive misconception."" When students see ""x + 4"" and ""2x + 2"", they often instinctively add the coefficients and constants (1+2 and 4+2) to get 3x = 6, rather than applying the inverse operation to maintain the balance of the equation. Year 7 and 8 students struggle particularly with the abstract nature of ""moving"" terms across the equals sign, often defaulting to simple addition of all visible numbers. Even at KS4, under pressure, many stud",6,1287,2
75,60,45,35,25,48,D,"The most common error in early algebra is the 'additive misconception' where students see numbers and variables and simply add them all together regardless of their position relative to the equals sign. In this specific case, students look at $x+4=2x+2$ and instinctively combine the terms ($1x+2x=3x$ and $4+2=6$) to get $3x=6$ (Option D). They fail to recognise that to 'move' a term to the other side of the equation, they must use the inverse operation. Even students who understand the concrete ",6,1287,3
75,60,45,35,25,48,D,"The most common error in early algebra is the 'additive misconception'. Students often see the numbers in the equation (1, 4, 2, 2) and simply add them together (1+2=3 and 4+2=6) to reach 3x=6, rather than applying inverse operations. Option D is particularly attractive because it correctly identifies the initial setup but then falls into this additive trap. Many Year 7 and 8 students struggle to bridge the gap between the concrete visual representation (removing a cup from both sides) and the a",6,1287,4
70,55,45,35,25,46,A,The primary error is a combination of poor directed number skills and the 'same operation' misconception. Many students see the 12 and the 3 and instinctively find the difference (9) because the negative sign on the 3 is cognitively demanding. Those who do attempt the inverse often perform 12 - 3 (Option A) or -3 + 12 (Option C) because they struggle to correctly apply the subtraction of 12 from a negative starting point. Option A is the most common 'low-confidence' guess where students ignore t,6,1351,0
65,50,40,30,22,41,C,"The most common error is the 'difference' misconception (Option C), where students see -3 and 12 and simply find the difference between their absolute values (12 - 3 = 9) then incorrectly apply a sign. Option A is the specific result of the tested misconception (failing to use the inverse), where students do 12 - 3 = 9. However, in my experience, the presence of the negative constant on the left-hand side frequently causes 'cognitive overload' where students abandon formal algebraic steps and tr",6,1351,1
75,60,45,35,25,48,C,"The most frequent error is option C (p = -9). Students often correctly identify that they need to move the 12, but they perform the operation 12 - 3 (getting 9) and then simply attach the negative sign from the -3 to the result. Another significant group will choose A (p = 9) by ignoring the negative sign on the 3 entirely (12 - 3). The specific difficulty here is the ""negative equals a positive"" structure; students are much more successful when the variable is on the left and the constant on th",6,1351,2
75,60,45,35,25,48,C,"The primary error is a combination of poor directed number skills and 'operation matching'. Students often see the -3 and 12 and perform 12 - 3 to get 9, leading them to p = -9 (Option C) or p = 9 (Option A). Many students struggle when the constant is on the left-hand side of the equals sign, often incorrectly 'moving' the -3 instead of the +12. Option C is the most common distractor because students correctly identify that the answer should be negative but fail to apply the inverse operation o",6,1351,3
65,50,40,30,22,41,A,"The primary error is a failure to apply inverse operations correctly when dealing with negative results. Option A (p=9) is the most common distractor because many students simply look at the numbers 12 and 3 and find the difference, effectively calculating 12 - 3 rather than -3 - 12. Students also frequently struggle when the constant term is on the left-hand side of the equals sign, leading them to ""collect"" the 3 and 12 as 15 (Option D) or mistakenly think the answer must be positive. The nega",6,1351,4
45,30,22,15,10,24,A,"The most common error is the 'matching' misconception, where students see the number +7 in the equation and assume they must perform that same operation (+7) to 'deal' with it. Many students at the start of Key Stage 3 view the operation sign as a label for the number rather than an instruction to be reversed. They often confuse the goal of 'getting x on its own' with simply repeating the digits they see. Even in higher year groups, under exam pressure, students frequently forget to use the inve",6,1427,0
45,32,22,15,10,25,A,"The most common error is the 'matching' misconception, where students see the number 7 in the expression 'x + 7' and instinctively choose '+ 7' as the operation because they focus on the sign currently present rather than the inverse required to isolate the variable. In Year 7, many students are still transitioning from 'arithmetic thinking' (finding the answer) to 'algebraic thinking' (undoing operations). By Year 11, while most have mastered one-step equations, a small percentage still struggl",6,1427,1
45,32,22,15,10,25,A,"The most common error is the 'matching' misconception, where students see the number 7 and the plus sign in the expression (x + 7) and instinctively select '+7' as the operation. These students have not yet internalised the concept of 'inverse operations' or 'balancing' an equation. They focus on the components they see rather than the process required to isolate the variable. In Year 7, many students are still transitioning from arithmetic thinking to algebraic thinking, leading to a high error",6,1427,2
45,32,22,15,10,25,A,"The most common error is the 'matching' misconception, where students see the number 7 in the expression and assume the operation must also involve 'adding 7' because they see a plus sign. They fail to understand the principle of the inverse operation required to isolate the variable. In Year 7, many students are still transitioning from 'trial and improvement' or 'number machine' thinking to formal algebraic manipulation. By Year 11, while most have mastered one-step equations, a small percenta",6,1427,3
45,32,24,18,12,26,A,"The most common error is choosing Option A (+7). Students often exhibit 'operation matching' where they see the symbol in the expression (+7) and instinctively repeat it rather than applying the inverse operation. In Year 7, many students are still transitioning from 'fill-in-the-blank' arithmetic to formal algebraic manipulation; they often focus on the number 7 itself rather than the balance of the equation. As they progress through Key Stage 3, the concept of 'undoing' an operation becomes mo",6,1427,4
75,60,45,35,25,48,B,"The most common error is the ""division by the smaller number"" misconception. When students see 20 and 5, they instinctively divide 20 by 5 to get 4 (Option B), regardless of the algebraic structure. Furthermore, many students struggle with the concept that the solution to an equation can be a fraction less than 1; they assume the variable must be an integer. Option C and D are less common but attract students who confuse the inverse operation of subtraction (adding 5) with the sign of the final ",6,1561,0
75,60,45,35,25,48,B,"The most common error is the ""division order"" misconception. Students correctly identify that they need to divide by 20 to isolate t, but they reflexively divide the larger number by the smaller number (20 ÷ 5) rather than the correct order (5 ÷ 20), leading them to answer B (t=4). Additionally, weaker students often struggle with equations where the solution is a fraction less than 1, as they assume the answer must be an integer. A smaller cohort may choose C or D due to confusion over sign cha",6,1561,1
75,60,45,35,25,48,B,"The most common error is choosing B (t=4). Students often default to dividing the larger number by the smaller number (20 ÷ 5) because they are more comfortable with integer results than fractions. Additionally, many students struggle with the final step of the inverse operation; instead of dividing by the coefficient of t (20), they divide by the constant (5). In Year 7 and 8, the concept of a solution being a fraction less than 1 is a significant hurdle, as they often assume equations should """,6,1561,2
75,60,45,35,25,48,B,"The most common error is Option B (t=4). Students frequently divide the larger number by the smaller number (20 ÷ 5) regardless of the algebraic structure, simply because it results in an integer. Younger students often believe that division must result in a smaller number or that the 'bigger number goes first'. Additionally, many students struggle with the final step of 'divide by the coefficient' when that coefficient is larger than the constant, leading them to invert the operation to avoid a",6,1561,3
75,60,45,35,25,48,B,"The most prevalent error is the 'bigger number divided by smaller number' reflex. Students often correctly identify the need to divide, but instinctively calculate 20 ÷ 5 rather than 5 ÷ 20 because they are more comfortable with integer results. Additionally, many students struggle with the final step of isolating 't' when the coefficient is larger than the constant, leading them to Option B. Options C and D are less common but attract students who confuse the additive inverse (moving -5 to beco",6,1561,4
75,60,45,35,25,48,C,"The most common error is the 'operation mimicry' misconception. In Step 1, students correctly identify the inverse of division is multiplication (15 * 4 = 60). However, in Step 2, they see the '+1' and, instead of performing the inverse operation (subtracting 1 to get 59), they instinctively add 1 to the 60 to get 61. Many students will select C because they focus on the numerical manipulation (60 + 1) rather than the algebraic requirement of balancing the equation. Younger students in Year 7 an",6,1607,0
75,60,45,35,25,48,C,"The most common error is the 'operation mimicry' seen in Step 2. Many students correctly identify that they must multiply by 4 in Step 1 (inverse of division), but then lose focus in Step 2. Instead of performing the inverse operation of adding 1 (subtracting 1 from 60 to get 59), they see the '+1' and instinctively add 1 to 60. This is a classic 'procedural fluency' breakdown where the student follows the sign they see rather than the inverse logic required for balancing equations. In lower yea",6,1607,1
75,60,45,35,25,48,C,"The most common error is the 'operation mimicry' misconception. In Step 2, students see a '+1' and, instead of applying the inverse operation (subtracting 1), they instinctively add 1 to 60 because they are focused on the number 1 and the plus sign. This leads them to conclude that both steps are correct (Option C). Younger students in Years 7 and 8 often struggle with the 'balancing' concept of equations, while older students in Year 11 still make this mistake under time pressure or due to poor",6,1607,2
75,60,45,35,25,48,C,"The most common error is the 'operation mimicry' seen in Step 2. Students correctly identify that they need to move the 1 (Step 1 is often handled well because the multiplication is intuitive), but then they see a plus sign and instinctively add 1 to 60 to get 61, rather than performing the inverse operation of subtraction. Many students also struggle with the 'Is it correct?' format; they often assume that if a student has provided a multi-step solution in a question, it is likely to be correct",6,1607,3
75,60,45,35,25,48,C,"The most common error is the 'operation mimicry' misconception. In Step 2, students see a '+1' and, instead of applying the inverse operation (subtracting 1), they instinctively add 1 to 60 because they see an addition sign. This is particularly prevalent in younger years where students are still transitioning from 'filling in the box' arithmetic to formal algebraic manipulation. Many students will also struggle to identify the error because Step 1 is correct; they assume that if the first step ",6,1607,4
75,60,45,35,25,48,D,"The most common error (leading to D) is a failure to understand the structure of the equation when a variable is zero. Students often see the numbers 3, 2, and 6 and perform a rote operation rather than substitution. Specifically, many students will multiply all the digits they see (3 * 2 * 2 = 12 or 3 * 2 + 6 = 12) or misinterpret the relationship between the coefficients. Option B is also a common 'distractor' where students simply pick the coefficient of y because x is 0. However, the specifi",6,1622,0
75,60,45,35,25,48,D,"The most common error (leading to D) is the 'multiplication' misconception where students see the 2y and the 6 and multiply them together because they are adjacent to the equals sign, or they substitute x=0 correctly to get 2y=6 but then perform 6 * 2 instead of 6 / 2. Option B is also a high-frequency distractor for students who simply see the constant '2' in the equation and assume that is the value, or confuse the x and y intercepts. At Year 7 and 8, many students struggle with the formal sub",6,1622,1
75,60,45,35,25,48,D,"The most common error (leading to D) is the 'multiplication' misconception: students see the 2 and 6 and think ""2 times 6 is 12"" or ""3 times 4 is 12"", failing to substitute x=0 into the equation correctly. Even when substituting x=0, many students struggle with the resulting equation 2y=6; while some perform the inverse correctly to get 3 (Option A), a significant number of lower-ability students see the numbers 2 and 6 and perform a 'bond' error or use the wrong operation. Option B is a common ",6,1622,2
75,60,45,35,25,48,D,"The most common error (leading to D) is a failure to understand the inverse operation required when a variable is zero. Students see 3x + 2y = 6, substitute x=0 to get 2y = 6, but then multiply by 2 instead of dividing (2 * 6 = 12). Another significant group chooses B because they see the '2' in front of the y and assume that must be the value, or they confuse the x and y intercepts. Younger students often struggle with the concept of an equation in this format (Ax + By = C) compared to the stan",6,1622,3
75,60,45,35,25,48,D,"Students frequently struggle with equations where the variable is multiplied by a coefficient, especially when one term 'disappears' because it is multiplied by zero. 

The most common error (leading to D) is a 'number grabbing' approach: students see the 3, 2, and 2 (from the y) and perform a multiplication (3 * 2 * 2 = 12) or simply add the coefficients to the constant. 

Another significant group will choose B because they see the '2' in '2y' and assume that must be the value when x is 0, or ",6,1622,4
98,85,65,45,35,66,D,"The most common error in this specific question stems from students using the same operation rather than the inverse. For option D, students see '+1' and add 1 to both ends (-3+1=-2, 7+1=8) then see '2x' and multiply by 2 (-2*2=-4, 8*2=16), leading them to a result close to D. Additionally, many students struggle with the 'double-sided' nature of the inequality, often only performing the operation on one side or getting confused by the negative integer (-3 - 1 = -4). Option B is also a common di",6,1637,0
98,85,70,55,40,70,D,"The most common error in this specific question stems from students performing the same operation as seen in the expression rather than the inverse. To solve for x, students should subtract 1 and then divide by 2. However, many students (particularly those prone to the misconception identified) will add 1 to the bounds (-3+1=-2, 7+1=8) or, more commonly, multiply by the coefficient of x rather than dividing. Option D is a classic ""distractor"" where students have added 2 and multiplied by 3, or p",6,1637,1
95,85,65,45,35,65,D,"The most common error is failing to use inverse operations. Students often see the '+1' and add it to the boundaries (-3+1=-2 and 7+1=8) or, as specifically targeted by option D, they see the '+1' and '2x' and perform the operations shown (e.g., -3-2 and 7*2+1) or simply apply the wrong inverse. Option D specifically reflects the misconception of multiplying by 2 and adding 1 to the limits (-3*2+1=-5 and 7*2+1=15) rather than subtracting 1 and dividing by 2. Additionally, many students in lower ",6,1637,2
95,85,65,45,35,65,D,"The most common error in this specific question stems from students applying the same operation as seen in the expression rather than the inverse operation. For option D, students see '+1' and '2x' and proceed to add 1 to the boundaries (-3+1=-2, 7+1=8) and then multiply by 2 (-2*2=-4, 8*2=16), or similar variations of forward-operation processing. Many students also struggle with the ""double-sided"" nature of the inequality, often only performing the operation on one side or becoming confused by",6,1637,3
95,85,65,45,35,65,D,"The most common error in this specific question arises from students performing the same operation as seen in the expression rather than the inverse operation (the misconception explicitly tested). For option D, students see '+1' and add 1 to both sides (-3 + 1 = -2, 7 + 1 = 8), and then see '2x' and multiply by 2 (-2 * 2 = -4, 8 * 2 = 16), leading them to a result similar to D. Additionally, many students struggle with the 'double-ended' nature of the inequality, often only applying operations ",6,1637,4
95,80,65,45,35,64,D,"The most common error (Option D) stems from students using the same operation rather than the inverse. They add 9 to 39 to get 48, then divide by 3 to get 16, and finally square root to get 4. This is a classic 'procedural fluency' error where students recognise they need to move numbers across the equals sign but forget to flip the operation. Additionally, many students in lower year groups (Y7-8) will struggle with the order of operations in reverse (SAMDOB/REVERSE BIDMAS) or simply haven't be",6,1645,0
95,80,65,45,35,64,D,"The most common error (Option D) stems from students using the same operation rather than the inverse. Instead of subtracting 9, they add 9 to get 48, then divide by 3 to get 16, and finally square root to get 4. This is a classic procedural error where students see '+9' and instinctively add it to the other side. Year 7 and 8 students struggle significantly as they are often unfamiliar with solving equations involving squares and may also choose Option A by incorrectly dividing before subtracti",6,1645,1
95,80,65,45,35,64,D,"The most common error (Option D) stems from students performing the same operation as seen in the equation rather than the inverse. Students often add 9 to 39 (getting 48) and then divide by 3 (getting 16), finally taking the square root to get 4. Others may struggle with the order of operations in reverse (SAMDIB), perhaps dividing by 3 before subtracting 9. Option A is a distractor for those who miscalculate 30/3 as 25 or similar arithmetic slips. Younger years (7-8) often haven't mastered sol",6,1645,2
95,80,65,45,35,64,D,"The most common error is the 'same operation' misconception cited in the prompt. Students often see '+9' and '3' and instinctively add or multiply rather than using the inverse. Specifically, for answer D, students often subtract 9 correctly to get 30, but then subtract the 3 (instead of dividing) to get 27, or more commonly, they divide 30 by 3 to get 10, but then miscalculate or 'hallucinate' a perfect square nearby. However, the specific error targeted here is the failure to divide by 3 first",6,1645,3
95,80,65,45,35,64,D,"The most common error (Option D) stems from students using the same operation rather than the inverse. Students see ""+9"" and add it to 39 to get 48, then divide by 3 to get 16, and finally square root to get 4. Another common error is forgetting the negative root, though this question includes it in all options. Year 7 and 8 students often struggle with the multi-step nature of this equation and the order of operations in reverse (BIDMAS/SAMDEB).",6,1645,4
95,85,70,55,45,70,D,"Students struggle with this question due to a combination of substitution errors and multi-step algebraic manipulation. The most common error (leading to D) occurs when students correctly substitute y = 0.5 to get 10x - 3 = 30, but then subtract 3 from 30 instead of adding it (10x = 27, so x = 2.7). This confirms the ""same operation instead of inverse"" misconception. Additionally, some students struggle with the decimal 0.5, mistakenly calculating 6 * 0.5 as 3.5 or even 6.5. Year 7 and 8 student",6,1702,0
95,85,70,55,45,70,D,"The primary difficulty lies in the multi-step nature of the substitution and the subsequent algebraic manipulation. Students correctly substitute y = 0.5 to get 10x - 3 = 30. However, the most common error is failing to use the inverse operation correctly; students often subtract 3 from 30 instead of adding it, leading to 10x = 27 and x = 2.7 (Option D). Additionally, weaker students may struggle with the initial multiplication of 6 * 0.5 or incorrectly substitute 0.5 for x instead of y, leading",6,1702,1
95,85,70,55,45,70,D,"Students struggle with two-step substitution involving decimals and negative coefficients. The most common error is failing to use the inverse operation correctly. When students substitute y = 0.5, they get 10x - 3 = 30. Instead of adding 3 to get 33, many will subtract 3 (getting 27) and then divide by 10 to get 2.7 (Option D). Others will struggle with the 6 * 0.5 calculation itself or the negative sign, leading to various arithmetic slips. Option A (4.25) often comes from students incorrectly",6,1702,2
95,85,70,55,40,69,D,"The primary difficulty lies in the multi-step nature of the substitution and the subsequent algebraic manipulation. Students substitute y = 0.5 to get 10x - 3 = 30. Many then incorrectly subtract 3 from 30 (instead of adding) to get 10x = 27, leading to x = 2.7 (Option D). This confirms the 'same operation instead of inverse' misconception. Option A (4.25) is another common trap where students correctly add 3 but then divide 34 by 8 or make a similar arithmetic slip, while others might confuse t",6,1702,3
95,85,70,55,45,70,D,"Students struggle with this question due to a combination of multi-step algebraic manipulation and the presence of a decimal. 

The most common error (Option D: 2.7) comes from students incorrectly handling the subtraction of 6y. They substitute y=0.5 to get 3, but then perform 30 - 3 = 27, followed by 27 / 10 = 2.7. This demonstrates the misconception of using the same operation (subtraction) rather than the inverse (addition) when moving the term across the equals sign. 

Option A (4.25) is an",6,1702,4
45,32,24,18,12,26,D,"The most common error is choosing Option D (-7). This stems from a 'pattern matching' misconception where students see the minus sign in the expression (x - 7) and believe they must perform that same operation to 'move' or 'deal with' the number. They fail to understand the concept of inverse operations required to isolate the variable. In Year 7 and 8, many students also confuse the notation and might select B or C if they have a weak grasp of the relationship between operations, but D remains ",6,1767,0
45,32,24,18,12,26,D,"The most common error is choosing Option D (-7). Students often exhibit 'operation matching' where they see a minus sign in the expression (x - 7) and instinctively believe they must subtract 7 to 'deal with' it. This stems from a failure to understand the concept of inverse operations to isolate the variable. In younger year groups, students often view the equals sign as a 'do something' button rather than a balance, leading them to repeat the operation shown. Even in higher year groups, under ",6,1767,1
45,32,24,18,12,26,D,"The most common error is the ""matching"" misconception (Option D). Students often see the minus sign in the expression 'x - 7' and believe they must 'minus 7' to move it or solve it. They fail to understand that to isolate the variable, they must apply the inverse operation to 'undo' the subtraction. This is particularly prevalent in Year 7 and 8 as they transition from informal 'flowchart' methods to formal algebraic balancing. Some lower-ability students in older years may also select D because",6,1767,2
45,32,24,18,12,26,D,"The most common error is choosing D (-7) because students often focus on the sign currently visible in the expression (the minus sign) rather than the inverse operation required to isolate the variable. This is a classic 'matching' misconception where students repeat the operation they see. Younger students or lower-attaining students often view the '7' and the '-' as separate entities and believe they are 'moving' the 7 by repeating the subtraction. Additionally, some students may choose B or C",6,1767,3
45,32,24,18,12,26,D,"The most common error is choosing Option D (-7) due to a ""matching"" misconception. Students frequently see the -7 in the expression 'x - 7' and believe they must subtract 7 to ""get rid"" of it, rather than applying the inverse operation (+7) to isolate the variable. This is often exacerbated by a lack of understanding of the zero-pair principle (that -7 + 7 = 0). Younger students in Year 7 and 8 are particularly prone to this as they are just transitioning from informal 'flowchart' methods to for",6,1767,4
98,85,65,45,35,66,A,"The most common error (Option A) stems from students applying the same operation as the constant in the inequality rather than the inverse. Instead of subtracting 1 from both sides, they add 1 (-5 + 1 = -4, but often miscalculated or ignored in favour of 5 + 1 = 6 or 10), and then instead of dividing by 2, they multiply by 2. Students often find the 'three-sided' nature of double inequalities overwhelming, leading them to focus only on the right-hand side or lose track of negative number arithme",6,1801,0
98,85,65,45,35,66,A,"The most common error (Option A) stems from students applying the same operation as seen in the expression rather than the inverse. They see '+1' and add 1 to both ends (-5+1 = -4, 5+1 = 6), then see '2x' and multiply by 2 (-4*2 = -8, 6*2 = 12), leading to values near those in Option A. Option C is also common as students often forget to apply the operation to both sides of the inequality, or struggle with directed number arithmetic (e.g., -6 divided by 2). In Year 7 and 8, the concept of a doub",6,1801,1
98,85,65,45,35,66,A,"The most common error (Option A) stems from students applying the operation shown in the expression rather than the inverse. Instead of subtracting 1 from both sides, they add 1 (-5 + 1 = -4, 5 + 1 = 6 is a common step, but often they simply 'do' the addition to the numbers: 5+4 and 5+6). More specifically, Option A results from students adding 1 to 5 and 10, then multiplying by 2. Option C is a common 'guess' where students simplify the bounds to a symmetrical range. Year 7 and 8 students typic",6,1801,2
98,85,65,45,30,65,A,"The most common error stems from the misconception identified: using the same operation instead of the inverse. Students choosing option A have seen '+1' and added 1 to both ends (-5+1=-4, 5+1=6) and then seen '2x' and multiplied by 2 (-4*2=-8, 6*2=12, roughly leading to the values in A). However, even more specifically, many students struggle with the 'three-sided' nature of a double inequality. Younger students (Year 7-8) often haven't encountered this notation and will guess or treat it as a ",6,1801,3
98,85,70,55,45,71,A,"The most common error in this specific question stems from students failing to use inverse operations. Option A is the result of adding 1 to both sides (-5 + 1 = -4, 5 + 1 = 6) and then multiplying by 2 (or simply miscalculating the steps by performing the operations shown rather than their opposites). Many students struggle with the three-part inequality structure, often only applying operations to one side or the other. Additionally, Year 7 and 8 students frequently haven't been introduced to ",6,1801,4
85,70,55,45,35,58,B,"The primary error is the handling of the double negative. Many students correctly substitute to get 10 - 2(-2) but then calculate 10 - 4 = 6 (Option B), failing to recognize that subtracting a negative or multiplying -2 by -2 results in a positive. Another common error is Option A (-12), where students calculate 10 - 2 and then multiply by -2, or Option D (32), where students concatenate the digits rather than multiplying (10 - 2-2 becoming 10 - (-22)). Even at GCSE level, the ""negative times a ",6,27,0
85,70,55,45,35,58,B,"The primary hurdle is the 'double negative'. Students frequently calculate 2 * -2 = -4, but then fail to correctly subtract that negative from 10, often simplifying 10 - 4 to get 6 (Option B). Some students also struggle with the invisible multiplication between the coefficient and the variable, leading them to see '2-2' or '22', but the sign error is the most persistent across all key stages. Even high-achieving Year 11s often default to 10 - 4 in a high-pressure exam environment.",6,27,1
85,70,55,45,35,58,B,"The most common error is failing to correctly handle the double negative (subtraction of a negative product). Students typically calculate 2 * -2 = -4, but then perform 10 - 4 to get 6 (Option B), or they simply forget the sign rules entirely and think -2 * -2 = -4, leading to 10 - 4. Option A is chosen by students who believe 10 - 2 is 8, then multiply by -2, or perform 10 - 22 (concatenation). Option B remains the dominant distractor across all year groups because it feels ""right"" to subtract ",6,27,2
85,70,55,45,35,58,B,"The primary hurdle is the double negative. Students often correctly substitute to get '10 - 2(-2)', but then apply the 'two negatives make a positive' rule inconsistently. Many students calculate 2 * -2 = -4, but then perform 10 - 4 to get 6 (Option B), failing to see that subtracting a negative is equivalent to addition. Option A (-12) is common among lower-ability students who ignore the 10 and do -2 - 10, or perform 10 - 2 = 8 then 8 * -2. Option D (32) occurs when students concatenate the nu",6,27,3
75,60,45,35,25,48,B,"The most common error (leading to answer B) is the failure to handle the double negative correctly. Students often calculate 2 * -2 = -4, but then treat the expression as 10 - 4 rather than 10 - (-4). Another significant cohort will choose A by incorrectly applying the rule ""a negative and a negative make a negative"" to the multiplication, or by calculating 10 - 2 = 8 and then 8 * -2. Option D is a common 'concatenation' error where students replace d with -2 to see '10 - 2 - 2' or misinterpret ",6,27,4
85,75,65,55,45,65,C,"The most significant error here is the fundamental misconception that ""a negative and a negative make a negative."" Many students see the minus signs in the question and the minus sign in the result (-24 or -8) and assume the calculation is correct because they are ""staying in the negatives."" Option C is the most common distractor because students often focus on the numerical relationships (3 x 8 = 24 and 24 / 3 = 8) and the visual representation of the arrows pointing left (negative direction), ",6,119,0
85,75,65,55,45,65,C,"The primary reason for the high failure rate is the ""rules of signs"" misconception. Many students have a fragile understanding of negative number arithmetic; they see the numbers 3, 8, and 24 and focus on the fact that the diagram shows ""negative"" movement. Consequently, they believe that since the total is -24, any calculation involving these numbers must result in -24. Option C is the most common distractor because students often misremember the rule as ""a negative and a negative make a negati",6,119,1
85,70,60,50,40,61,C,"The primary reason for the high failure rate is the ""rules of signs"" misconception. Many students have a superficial understanding of negative number arithmetic; they see the numbers 3, 8, and 24 and correctly identify the relationship between the magnitudes, but fail to apply the rule that a negative multiplied by a negative results in a positive. 

Specifically, Option C is the most common distractor because students often focus on the ""fact family"" (3, 8, 24) and assume that because the diagr",6,119,2
85,75,65,55,45,65,C,"The most common error is the fundamental misconception that ""a negative and a negative make a negative."" Students often see the minus signs in the question and result (-24) and assume the arithmetic is correct without applying the rule that the product or quotient of two negatives must be positive. Option C is the most frequent wrong answer because the diagram visually supports the ""size"" of the numbers (3 lots of 8 make 24), leading students to validate both calculations based on the digits alo",6,119,3
85,70,60,50,40,61,C,"The most common error is the fundamental misconception that ""a negative and a negative make a negative."" Students often see the numbers 3, 8, and 24 and, because the diagram shows arrows pointing left (negative direction), they assume all values in the calculation must be negative. Many students choose C because both calculations ""look"" numerically correct if they ignore the sign rules, or they believe that because the total result is -24, the components must be -3 and -8. They often confuse the",6,119,4
65,45,30,20,15,35,A,"The primary misconception is the 'matching signs' error. Many students (particularly in Year 7 and 8) associate a negative answer with needing negative numbers in the calculation, leading them to choose Option A because both numbers have minus signs. They often confuse the rules for addition (where a negative plus a negative is a negative) with the rules for multiplication. Option C is a common distractor for students who confuse 'product' with 'sum', while Option D attracts those with weak ment",6,136,0
65,45,35,25,15,37,A,"The primary misconception is the 'sign rule' for multiplication. Many students, particularly in lower years, remember that a negative must be involved to get a negative answer, but they incorrectly apply the logic that ""two negatives make a negative"" (often confusing it with addition rules like -3 + -8 = -11). Option A is the most common distractor because students see two negatives and the correct absolute product (24), but fail to realise that (-3) × (-8) = +24. Option C is a common error for ",6,136,1
65,45,30,20,15,35,A,"The most common error is choosing Option A due to the misconception that ""a negative and a negative make a negative."" Students often over-generalise the rules for adding negative numbers (where -3 + -8 = -11) or simply associate the presence of negative signs in the question with negative signs in the answer without applying the multiplicative rules. Option C is a common distractor for students who confuse ""product"" with ""sum,"" while Option D is chosen by those with weak mental arithmetic. Even ",6,136,2
65,45,35,25,15,37,A,"The most common error is choosing Option A (-3 and -8). This stems from a persistent misconception where students associate the negative sign in the question with negative signs in the factors. Many students over-generalise the rule ""a negative and a negative make a..."" and mistakenly apply the logic of addition (where two negatives sum to a negative) to multiplication. Additionally, some students simply see the numbers 3 and 8, recognise the product is 24, and ignore the sign rules entirely. Op",6,136,3
65,45,30,20,15,35,A,"The primary misconception is the 'sign rule' for multiplication. Many students, particularly in lower years, remember that a negative is involved but incorrectly apply the logic that 'negative plus negative equals negative' to multiplication, leading them to choose A (-3 x -8 = -24). Option C is a common error for students who confuse 'product' with 'sum', while Option D is a simple calculation error. The 'two negatives make a positive' rule is one of the most frequently misapplied concepts in K",6,136,4
